,experiment,date,hour,device_make,platform_os,browser,yes,no
691,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
7937,control,2020-07-09,8,POT-LX1,6,Facebook,0,1
1642,control,2020-07-09,17,iPhone,5,Mobile Safari,0,0
2921,exposed,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,1,0
66,exposed,2020-07-09,11,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
7756,control,2020-07-09,6,Samsung SM-A805F,6,Samsung Internet,0,0
2916,exposed,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
4492,control,2020-07-09,13,Samsung SM-G986B,6,Chrome Mobile WebView,0,1
1260,exposed,2020-07-09,22,Generic Smartphone,6,Chrome Mobile,1,0
4737,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
2931,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,1
4489,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
6988,control,2020-07-09,20,Samsung SM-G973F,6,Facebook,0,1
4740,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
7577,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
4493,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile WebView,0,0
7031,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
2665,exposed,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,1
7020,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
688,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
7018,control,2020-07-09,9,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
1556,exposed,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,0
689,exposed,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,1
4716,control,2020-07-09,20,Samsung SM-G977B,6,Facebook,0,0
7012,exposed,2020-07-09,15,Samsung SM-G988B,6,Chrome Mobile WebView,0,0
4726,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,1,0
4729,control,2020-07-09,12,Samsung SM-G950F,6,Facebook,1,0
2894,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
1650,exposed,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
4496,exposed,2020-07-09,16,Samsung SM-G960F,6,Facebook,0,0
7004,exposed,2020-07-09,10,TA-1020,6,Chrome Mobile WebView,0,0
4505,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
2267,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
7782,exposed,2020-07-09,17,Samsung SM-G975F,6,Chrome Mobile WebView,1,0
7052,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
6985,exposed,2020-07-09,8,Samsung SM-G935U,6,Chrome Mobile WebView,0,0
1641,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,1,0
6959,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile WebView,0,0
8007,control,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
4511,exposed,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,0
4755,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
6956,exposed,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
7302,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
2884,exposed,2020-07-09,21,Samsung SM-A202F,6,Samsung Internet,0,0
2874,control,2020-07-09,10,Samsung SM-G973F,6,Facebook,0,1
6952,control,2020-07-09,21,Samsung SM-J600FN,6,Facebook,0,0
4760,control,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
6949,control,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
4469,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
7542,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,1,0
4467,control,2020-07-09,20,Samsung SM-G970F,6,Samsung Internet,0,0
673,control,2020-07-09,7,Samsung SM-N950F,6,Facebook,0,0
6962,control,2020-07-09,14,iPhone,5,Mobile Safari,0,0
86,exposed,2020-07-09,4,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
2941,exposed,2020-07-09,0,Moto $2,6,Chrome Mobile,0,0
2672,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
1183,exposed,2020-07-09,7,HUAWEI $2,6,Chrome Mobile WebView,0,0
8066,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
6980,control,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
6979,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
2200,control,2020-07-09,3,Samsung SM-G950F,6,Facebook,0,0
1261,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
2937,control,2020-07-09,20,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
65,exposed,2020-07-09,13,Samsung SM-G935F,6,Facebook,1,0
2198,exposed,2020-07-09,5,Samsung SM-A405FN,6,Samsung Internet,0,0
1376,control,2020-07-09,15,Samsung SM-A320FL,6,Samsung Internet,0,1
4483,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,1,0
7754,exposed,2020-07-09,7,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
6969,exposed,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
6966,exposed,2020-07-09,21,MHA-L09,6,Chrome Mobile WebView,0,0
80,exposed,2020-07-09,20,Moto $2,6,Chrome Mobile WebView,0,1
2623,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile WebView,0,0
6874,exposed,2020-07-09,22,Generic Smartphone,6,Chrome Mobile,0,1
2850,control,2020-07-09,20,iPhone,5,Mobile Safari,0,0
4398,exposed,2020-07-09,3,iPhone,5,Mobile Safari,0,0
6787,exposed,2020-07-09,15,OnePlus ONE E1003,6,Chrome Mobile WebView,0,0
4864,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile WebView,0,0
6785,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
7534,exposed,2020-07-09,6,G3311,6,Chrome Mobile WebView,0,0
4667,control,2020-07-09,4,iPhone,5,Mobile Safari,0,0
4862,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
2818,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
646,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile WebView,0,0
645,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
3063,exposed,2020-07-09,3,iPhone,5,Mobile Safari,0,0
2694,control,2020-07-09,13,FIG-LX1,6,Chrome Mobile WebView,0,0
7137,exposed,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
6777,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,1
4532,exposed,2020-07-09,15,Generic Smartphone,6,Chrome Mobile WebView,1,0
7746,exposed,2020-07-09,4,Samsung SM-A715F,6,Chrome Mobile WebView,0,0
7315,exposed,2020-07-09,11,Samsung SM-J330FN,6,Samsung Internet,0,0
6794,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
2170,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
7122,exposed,2020-07-09,4,MAR-LX1A,6,Chrome Mobile WebView,0,0
4852,control,2020-07-09,9,Samsung SM-G975F,6,Samsung Internet,0,0
4671,exposed,2020-07-09,20,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
3049,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
7281,exposed,2020-07-09,9,Samsung SM-A505FN,6,Chrome Mobile WebView,0,0
1699,exposed,2020-07-09,8,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
766,exposed,2020-07-09,6,I3312,6,Chrome Mobile WebView,0,1
2826,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,1
1201,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
4857,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile WebView,0,0
7127,exposed,2020-07-09,10,Samsung SM-G955F,6,Samsung Internet,1,0
6797,control,2020-07-09,18,iPhone,5,Mobile Safari,0,0
4530,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
1408,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,1,0
7594,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,1,0
1253,control,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
6775,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
1269,control,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
4887,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
3086,exposed,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
7148,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
7149,control,2020-07-09,22,Generic Smartphone,6,Facebook,0,0
2809,exposed,2020-07-09,12,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
2296,control,2020-07-09,23,iPhone,5,Chrome Mobile iOS,0,0
4886,exposed,2020-07-09,3,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
3089,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
6743,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,1,0
4385,exposed,2020-07-09,18,Samsung SM-G930F,6,Samsung Internet,0,0
6741,control,2020-07-09,12,Samsung SM-G950F,6,Samsung Internet,0,0
7772,control,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
4383,control,2020-07-09,12,Samsung SM-G950F,6,Facebook,0,0
6737,control,2020-07-09,13,Samsung SM-G988B,6,Samsung Internet,0,0
7321,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,1
4388,control,2020-07-09,2,Samsung SM-G975F,6,Facebook,0,0
7781,control,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
4882,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
1705,control,2020-07-09,13,Generic Smartphone,6,Facebook,0,0
1706,exposed,2020-07-09,8,VFD 500,6,Chrome Mobile WebView,0,0
1538,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
7138,control,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
643,exposed,2020-07-09,7,Samsung SM-A405FN,6,Facebook,0,0
1709,exposed,2020-07-09,13,Generic Smartphone,6,Facebook,0,1
3072,exposed,2020-07-09,6,Pixel 3,6,Chrome Mobile WebView,0,0
7139,control,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,0
1179,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
2161,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
640,exposed,2020-07-09,16,POT-LX1,6,Facebook,0,0
639,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
2294,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
6757,exposed,2020-07-09,4,X13,6,Chrome Mobile,0,0
7596,exposed,2020-07-09,8,Pixel 2,6,Chrome Mobile WebView,0,1
7317,control,2020-07-09,16,iPhone,5,Mobile Safari,0,0
2644,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
2832,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
2635,control,2020-07-09,4,Samsung SM-J330FN,6,Facebook,0,0
7092,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,1
2847,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,1,0
6853,exposed,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
4684,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
109,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,1
7095,control,2020-07-09,5,iPhone,5,Mobile Safari,1,0
2286,control,2020-07-09,12,Samsung SM-A105FN,6,Chrome Mobile,0,1
110,exposed,2020-07-09,20,Samsung SM-G970F,6,Samsung Internet,0,0
2176,control,2020-07-09,15,Samsung SM-F907B,6,Chrome Mobile WebView,0,0
4827,exposed,2020-07-09,16,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
7097,exposed,2020-07-09,8,CLT-L09,6,Chrome Mobile WebView,0,0
4828,exposed,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
6846,exposed,2020-07-09,10,iPhone,5,Mobile Safari,0,0
6843,control,2020-07-09,5,Samsung SM-J530F,6,Samsung Internet,0,0
7096,control,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
1267,exposed,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
7998,exposed,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
3017,exposed,2020-07-09,0,Samsung SM-J530F,6,Chrome Mobile WebView,0,0
6871,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,1
7088,exposed,2020-07-09,12,Samsung SM-A105FN,6,Samsung Internet,0,0
1682,control,2020-07-09,14,Samsung SM-A320FL,6,Samsung Internet,0,0
4817,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
6868,exposed,2020-07-09,23,Generic Smartphone,6,Chrome Mobile,0,0
6866,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
2177,exposed,2020-07-09,1,Samsung SM-A530F,6,Chrome Mobile WebView,0,0
4429,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
1149,exposed,2020-07-09,14,Samsung SM-J530F,6,Samsung Internet,0,0
7307,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
4820,exposed,2020-07-09,16,Samsung SM-G965F,6,Samsung Internet,0,1
4821,exposed,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
55,exposed,2020-07-09,12,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
1148,exposed,2020-07-09,4,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
1628,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
2687,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
3044,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
4521,control,2020-07-09,13,Samsung SM-G965F,6,Samsung Internet,0,0
7100,exposed,2020-07-09,3,OnePlus ONEPLUS A5000,6,Chrome Mobile WebView,0,0
1196,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile WebView,0,1
49,exposed,2020-07-09,23,Generic Smartphone,6,Chrome Mobile WebView,0,0
4410,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
6823,exposed,2020-07-09,16,Samsung SM-A705FN,6,Samsung Internet,0,0
118,control,2020-07-09,20,Samsung SM-G930F,6,Facebook,1,0
4408,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
50,exposed,2020-07-09,14,FIG-LX1,6,Chrome Mobile WebView,0,0
1542,control,2020-07-09,6,iPhone,5,Mobile Safari,0,0
6818,exposed,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
1620,control,2020-07-09,7,LYA-L29,6,Chrome Mobile WebView,0,0
4673,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,1,0
4846,exposed,2020-07-09,12,Samsung SM-A510F,6,Chrome Mobile WebView,0,0
1197,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
8061,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
6819,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
2289,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
1195,exposed,2020-07-09,13,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
7592,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
4422,control,2020-07-09,10,Samsung SM-A405FN,6,Samsung Internet,0,0
4682,exposed,2020-07-09,17,Samsung SM-A405FN,6,Samsung Internet,0,0
6840,exposed,2020-07-09,0,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
7537,control,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
3028,control,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
2264,exposed,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
2173,exposed,2020-07-09,21,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2640,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
8064,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,1
4836,exposed,2020-07-09,3,Samsung SM-N975F,6,Chrome Mobile WebView,0,0
115,exposed,2020-07-09,2,Samsung SM-G950F,6,Facebook,0,0
7882,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
1622,exposed,2020-07-09,8,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
1372,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
4677,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
6842,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
4812,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
5542,exposed,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
346,control,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,0
4080,control,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,0
5874,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
5872,control,2020-07-09,0,Samsung SM-A505FN,6,Chrome Mobile WebView,1,0
2378,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
5376,control,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
3735,control,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
4073,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
2381,control,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,0
5876,exposed,2020-07-09,10,CLT-L09,6,Chrome Mobile WebView,0,0
3742,exposed,2020-07-09,17,Samsung SM-A507FN,6,Chrome Mobile WebView,1,0
381,exposed,2020-07-09,11,Samsung SM-J330FN,6,Chrome Mobile WebView,0,0
1924,control,2020-07-09,11,Samsung SM-A520F,6,Samsung Internet,0,0
2458,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
5852,exposed,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
5851,exposed,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
5850,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,0
3744,exposed,2020-07-09,22,Generic Smartphone,6,Chrome Mobile,0,0
5847,control,2020-07-09,0,iPhone,5,Mobile Safari,0,0
1923,control,2020-07-09,8,Samsung SM-G955F,6,Facebook,0,0
5846,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
5878,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,1
5370,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
5905,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
3704,control,2020-07-09,7,iPhone,5,Mobile Safari,0,0
5903,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
1917,control,2020-07-09,20,Samsung SM-G981B,6,Samsung Internet,0,0
1918,control,2020-07-09,6,iPhone,5,Mobile Safari UI/WKWebView,0,0
5360,exposed,2020-07-09,22,Samsung SM-A600FN,6,Chrome Mobile WebView,1,0
7905,control,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
5361,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
5879,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile WebView,0,0
2057,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,1
7849,control,2020-07-09,15,iPhone,5,Mobile Safari,0,0
5889,exposed,2020-07-09,9,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
4083,exposed,2020-07-09,18,Samsung SM-A405FN,6,Samsung Internet,0,0
1314,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
5884,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
938,exposed,2020-07-09,11,Nokia$2$3,6,Chrome Mobile WebView,0,0
7973,exposed,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
5881,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
944,control,2020-07-09,15,MAR-LX1A,6,Facebook,0,0
7663,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
5843,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
3749,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
1932,exposed,2020-07-09,13,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
4054,control,2020-07-09,9,Samsung SM-A505FN,6,Chrome Mobile WebView,0,0
2043,exposed,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
1935,control,2020-07-09,10,I3312,6,Facebook,0,1
5409,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,1
396,control,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
4052,control,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
927,control,2020-07-09,15,iPhone,5,Chrome Mobile iOS,0,0
5813,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,1
1939,exposed,2020-07-09,7,Samsung SM-A320FL,6,Chrome Mobile WebView,0,0
3778,exposed,2020-07-09,15,Samsung SM-G960F,6,Samsung Internet,0,0
5789,exposed,2020-07-09,13,Samsung SM-J250F,6,Samsung Internet,0,0
3779,control,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
5418,control,2020-07-09,9,Samsung SM-A105FN,6,Samsung Internet,1,0
5785,exposed,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
3783,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
3786,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
5779,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
2450,exposed,2020-07-09,12,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
5400,control,2020-07-09,6,iPhone,6,Mobile Safari,0,0
4057,control,2020-07-09,0,Samsung SM-G986B,6,Facebook,0,0
863,exposed,2020-07-09,8,Samsung SM-A515F,6,Chrome Mobile WebView,0,0
5840,exposed,2020-07-09,6,Samsung SM-G950F,6,Samsung Internet,0,0
1927,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
3750,control,2020-07-09,20,Samsung SM-A520F,6,Facebook,0,0
5837,exposed,2020-07-09,5,BKL-L09,6,Chrome Mobile WebView,0,0
1928,exposed,2020-07-09,11,LG-$2,6,Chrome Mobile WebView,0,0
5835,exposed,2020-07-09,11,LG-$2,6,Chrome Mobile,0,0
1929,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
862,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,1
5390,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
3753,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
1440,exposed,2020-07-09,11,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
3754,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
2453,exposed,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,1
5825,exposed,2020-07-09,8,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
391,exposed,2020-07-09,7,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
2046,exposed,2020-07-09,21,YAL-L21,6,Chrome Mobile WebView,1,0
4060,control,2020-07-09,21,iPhone,5,Mobile Safari,0,0
392,exposed,2020-07-09,6,CLT-L29,6,Chrome Mobile WebView,0,0
3761,exposed,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,1,0
5906,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
5777,exposed,2020-07-09,6,Samsung SM-G930F,6,Samsung Internet,0,0
5907,exposed,2020-07-09,9,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
1916,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
4148,exposed,2020-07-09,5,Generic Smartphone,6,Facebook,0,0
2067,exposed,2020-07-09,0,Samsung GT-I9505,6,Chrome Mobile WebView,0,0
3642,control,2020-07-09,16,Samsung SM-N970F,6,Facebook,0,1
2064,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
3649,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
5993,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,1
5991,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile WebView,0,0
7414,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
1310,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
353,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
5986,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
3662,exposed,2020-07-09,16,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
840,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
7632,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
5320,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,1
2366,exposed,2020-07-09,1,Samsung SM-G986B,6,Chrome Mobile WebView,0,0
3671,control,2020-07-09,22,Generic Smartphone,6,Facebook,0,0
360,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
3656,control,2020-07-09,11,Samsung SM-A505FN,6,Samsung Internet,0,0
1903,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
966,exposed,2020-07-09,10,OnePlus ONEPLUS A6003,6,Chrome Mobile WebView,0,0
6012,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,1
3619,exposed,2020-07-09,20,Samsung SM-A107F,6,Chrome Mobile WebView,0,0
970,exposed,2020-07-09,13,Pixel 3a,6,Chrome Mobile WebView,0,0
7801,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
527,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,1,0
1350,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
6032,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
